ser,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,educated,population,households,median_income,random_income,ocean_proximity,median_house_value
17384,-120.41,34.96,9,2712,428,,1116,415,4.5536,8.452153702,<1H OCEAN,190100
17385,-120.4,34.95,8,1885,286,,835,290,5.0206,8.744742732,<1H OCEAN,261000
17386,-120.47,34.98,6,5762,1115,969.38,2551,919,3.0723,7.692179216,<1H OCEAN,137300
17387,-120.44,34.97,22,1619,360,679.05,1509,384,1.7941,2.945530707,<1H OCEAN,110300
17388,-120.44,34.97,26,1705,344,,1605,307,3.7589,5.142995047,<1H OCEAN,113700
17389,-120.45,34.97,25,1920,380,602.28,1434,388,3.0368,3.532588752,<1H OCEAN,129300
17390,-120.45,34.97,10,1897,354,541.2,1353,357,3.7679,1.371071297,<1H OCEAN,131300
17391,-120.44,34.96,29,2374,562,,1617,463,2.6531,4.603729003,<1H OCEAN,108300
17392,-120.44,34.96,30,1685,315,,1290,368,3.4722,5.779065436,<1H OCEAN,112500
17393,-120.45,34.96,21,2121,445,928.62,2211,463,4.0603,8.274879398,<1H OCEAN,117600
17394,-120.45,34.96,11,1299,280,428.46,1158,223,2.5556,9.634898712,<1H OCEAN,129200
17395,-120.44,34.96,39,1228,379,297.85,851,341,1.899,7.797899144,<1H OCEAN,113300
17396,-120.44,34.96,34,1248,284,,986,272,2.9167,1.928178322,<1H OCEAN,104200
17397,-120.45,34.96,26,1949,396,630,1575,377,2.875,1.50750678,<1H OCEAN,121400
17398,-120.45,34.95,32,1574,447,,1772,463,1.8625,7.066542255,<1H OCEAN,90200
17399,-120.44,34.94,24,2481,476,,1101,474,3.1576,3.142395619,<1H OCEAN,147200
17400,-120.47,34.94,17,1368,308,,642,303,1.8633,1.417780466,<1H OCEAN,109400
17401,-120.44,34.93,15,868,244,,1133,253,2.0995,1.62902206,<1H OCEAN,87500
17402,-120.44,34.93,16,2098,558,,1252,492,2.1509,3.058323512,<1H OCEAN,67500
17403,-120.44,34.95,38,3004,794,1014.39,2601,747,2.2743,3.735061124,<1H OCEAN,106400
17404,-120.45,34.95,10,2207,644,781.2,2232,543,2.375,7.072990951,<1H OCEAN,98500
17405,-120.44,34.94,29,1877,516,718.96,1634,492,1.6875,6.494486159,<1H OCEAN,122700
17406,-120.45,34.95,7,1479,532,475.65,1057,459,2.2538,3.084223416,<1H OCEAN,162500
17407,-120.45,34.94,26,1058,232,347.49,891,243,3.6422,7.830032145,<1H OCEAN,120600
17408,-120.45,34.94,24,1702,447,458.8,1240,417,2.4091,9.131886759,<1H OCEAN,115500
17409,-120.54,34.97,23,1353,345,,1322,336,1.8185,3.347312197,<1H OCEAN,97800
17410,-120.57,34.96,27,1401,294,,1306,286,2.5809,8.248208733,NEAR OCEAN,83200
17411,-120.57,34.96,38,1145,297,476.01,1107,296,2.1776,5.080150012,NEAR OCEAN,89100
17412,-120.64,34.97,5,2090,469,,1911,482,2.4318,1.923497022,NEAR OCEAN,86100
17413,-120.6,34.91,44,711,140,168.96,384,116,2.1094,4.548991168,NEAR OCEAN,73800
17414,-120.59,34.7,29,17738,3114,4722.26,12427,2826,2.7377,7.398475919,NEAR OCEAN,28300
17415,-120.48,34.7,26,3069,518,548.64,1524,539,4.3162,3.182084791,NEAR OCEAN,136400
17416,-120.46,34.64,11,562,164,196.56,504,147,2.0161,2.001366384,NEAR OCEAN,118800
17417,-120.46,34.65,22,1298,358,559.68,1272,363,1.6488,2.24463453,NEAR OCEAN,117500
17418,-120.46,34.64,26,2364,604,608,1520,529,1.9444,8.371673561,NEAR OCEAN,129400
17419,-120.47,34.64,8,2482,586,542.26,1427,540,3.071,2.634218804,NEAR OCEAN,120400
17420,-120.47,34.65,31,1438,320,326.4,816,270,2.4583,2.87775497,NEAR OCEAN,128100
17421,-120.46,34.64,16,686,217,,614,200,0.8106,2.959942631,NEAR OCEAN,83300
17422,-120.44,34.64,8,787,126,182.86,446,133,4.6023,7.898074555,NEAR OCEAN,163400
17423,-120.45,34.64,30,2330,422,476.9,1255,449,3.8512,2.649634408,NEAR OCEAN,134600
17424,-120.45,34.64,27,2696,622,515.58,1322,543,3.0352,9.597490961,NEAR OCEAN,135400
17425,-120.45,34.64,40,1051,235,200.9,574,201,2.0865,8.532565998,NEAR OCEAN,111500
17426,-120.46,34.65,10,2143,593,,1167,548,2.0819,9.674237857,NEAR OCEAN,103300
17427,-120.46,34.65,14,885,223,,533,224,2.5966,7.512692971,NEAR OCEAN,109300
17428,-120.47,34.65,32,2193,430,440.34,1074,377,2.3333,3.691140946,NEAR OCEAN,130200
17429,-120.47,34.65,16,2549,428,609.26,1486,432,4.2875,6.202652205,NEAR OCEAN,150700
17430,-120.45,34.65,27,2253,382,466.83,1197,384,3.3203,3.696685874,NEAR OCEAN,134700
17431,-120.44,34.65,30,2265,512,,1402,471,1.975,0.16876047,NEAR OCEAN,134000
17432,-120.45,34.65,27,2215,578,694.8,1544,527,1.9257,8.533261169,NEAR OCEAN,135300
17433,-120.45,34.65,21,1182,243,,733,251,3.1442,2.7571127,NEAR OCEAN,131600
17434,-120.45,34.65,25,980,276,376.32,896,245,2,5.326247206,NEAR OCEAN,87500
17435,-120.46,34.63,48,1408,301,,682,279,2.9271,7.033077019,NEAR OCEAN,146600
17436,-120.46,34.64,37,1697,334,296,740,272,2.3804,6.38676671,NEAR OCEAN,148000
17437,-120.47,34.64,16,1912,406,,1009,417,3.4063,7.238097302,NEAR OCEAN,138000
17438,-120.45,34.64,17,1226,277,217.8,484,224,3.2167,9.888729382,NEAR OCEAN,112500
17439,-120.45,34.64,34,2571,499,453.05,1105,451,3.7778,1.050128467,NEAR OCEAN,150000
17440,-120.45,34.63,32,1840,309,372.6,828,333,4.5486,2.127311291,NEAR OCEAN,172400
17441,-120.44,34.66,22,3231,549,695.6,1739,581,4.5417,0.963033366,NEAR OCEAN,142400
17442,-120.45,34.66,7,3329,504,599.42,1462,452,4.7875,8.412739716,NEAR OCEAN,198300
17443,-120.46,34.66,5,2904,702,,1302,618,3.0081,8.824859042,NEAR OCEAN,135200
17444,-120.47,34.66,4,3376,525,673.6,1684,535,4.9237,7.298511775,NEAR OCEAN,166600
17445,-120.39,34.52,40,2162,395,,1010,332,2.5667,3.963184247,NEAR OCEAN,239300
17446,-120.48,34.66,4,1897,331,,915,336,4.1563,3.504808707,NEAR OCEAN,172600
17447,-120.48,34.65,26,1933,316,450.45,1001,319,4.4628,7.677768302,NEAR OCEAN,134400
17448,-120.45,34.63,25,2445,368,373.54,983,363,4.9286,2.564910894,NEAR OCEAN,180100
17449,-120.47,34.63,23,2441,463,542.88,1392,434,3.7917,9.652892814,NEAR OCEAN,142200
17450,-120.46,34.74,15,2185,386,289.45,827,336,5.3765,5.773930051,NEAR OCEAN,223100
17451,-120.45,34.71,21,1868,268,187.92,522,255,6.4678,0.378942878,NEAR OCEAN,249300
17452,-120.46,34.71,17,2830,430,,1035,416,4.9292,6.242085439,NEAR OCEAN,207200
17453,-120.47,34.7,24,2387,385,430.91,1051,382,4.4595,2.955007141,NEAR OCEAN,152700
17454,-120.47,34.71,21,2535,383,414.92,1012,368,5.6177,5.258133995,NEAR OCEAN,183800
17455,-120.37,34.69,18,1868,315,,747,265,4.7946,7.886535166,NEAR OCEAN,290600
17456,-120.43,34.7,26,2353,389,639,1420,389,3.87,4.180704236,NEAR OCEAN,125800
17457,-120.43,34.69,33,2054,373,,1067,358,3.6023,7.372673008,NEAR OCEAN,128300
17458,-120.44,34.68,6,2187,277,271.83,697,273,6.2685,2.468762825,NEAR OCEAN,307400
17459,-119.86,34.42,23,1450,642,,1258,607,1.179,2.729689348,NEAR OCEAN,225000
17460,-119.88,34.4,25,2741,623,886.08,2272,624,2.2647,0.096046172,NEAR OCEAN,216700
17461,-119.85,34.4,14,2307,650,,5723,615,2.1652,7.371132093,NEAR OCEAN,37500
17462,-119.88,34.43,14,2472,685,568.48,1292,621,3.3026,7.234546339,NEAR OCEAN,229500
17463,-119.88,34.43,16,1734,365,,962,391,4.4777,5.445583786,NEAR OCEAN,282500
17464,-119.88,34.43,16,2206,541,453.99,1227,554,3.75,1.427610146,NEAR OCEAN,223100
17465,-119.88,34.42,22,2367,492,,1333,488,3.6304,3.86518291,NEAR OCEAN,312200
17466,-119.91,34.4,24,2001,365,468,1170,330,6.0992,0.552083357,NEAR OCEAN,268800
17467,-119.83,34.45,24,2168,373,392.28,934,366,5.4197,2.523619282,NEAR OCEAN,280900
17468,-119.84,34.44,28,977,162,193.32,537,159,4.2404,9.370387092,NEAR OCEAN,274300
17469,-119.84,34.45,26,4424,616,,1839,601,6.3654,9.218759858,NEAR OCEAN,331200
17470,-119.85,34.44,28,1765,301,445.74,1173,297,6.0256,1.754243015,NEAR OCEAN,276800
17471,-119.81,34.47,26,4382,618,656.64,1728,587,7.4734,8.48377787,NEAR OCEAN,432200
17472,-119.81,34.46,22,3488,452,,1479,458,7.1687,5.531319985,NEAR OCEAN,384400
17473,-119.85,34.48,23,1915,277,,724,267,6.2987,8.031918461,NEAR OCEAN,348200
17474,-119.88,34.44,27,4724,793,,2394,738,5.5954,5.673584872,NEAR OCEAN,261400
17475,-119.89,34.44,25,2786,470,717.67,1669,462,5.5184,2.893706124,NEAR OCEAN,268300
17476,-119.89,34.44,25,3160,507,529.9,1514,523,5.0767,9.370549124,NEAR OCEAN,271200
17477,-119.92,34.44,17,2143,324,,1073,330,6.0321,6.25113838,NEAR OCEAN,402600
17478,-120.05,34.47,21,1241,248,,746,211,3.8056,7.478497822,NEAR OCEAN,425000
17479,-119.86,34.38,28,1062,309,,1058,305,1.5071,6.621947982,NEAR OCEAN,316700
17480,-119.86,34.41,24,1576,580,619.4,1630,531,1.24,8.908481284,NEAR OCEAN,325000
17481,-119.86,34.38,26,1626,375,,1580,359,2.1471,2.581976608,NEAR OCEAN,187500
17482,-119.81,34.45,24,3678,567,,1554,570,6.5173,3.312916247,NEAR OCEAN,334000
17483,-119.81,34.44,23,3172,588,,1467,559,4.6806,2.795434849,NEAR OCEAN,288900
17484,-119.82,34.45,24,3592,533,656.37,1683,528,6.7247,2.189270934,NEAR OCEAN,333800
17485,-119.83,34.44,26,1739,402,263.56,599,368,3.0875,0.215834026,NEAR OCEAN,198400
17486,-119.82,34.44,22,2239,475,,1016,434,4.875,6.456197198,NEAR OCEAN,295400
17487,-119.81,34.44,14,961,305,,662,286,3.2115,3.355989879,NEAR OCEAN,206300
17488,-119.82,34.43,15,1482,345,240.84,669,379,3.0773,3.035977499,NEAR OCEAN,112500
17489,-119.82,34.44,16,1414,463,325.13,793,439,3.6034,2.255679681,NEAR OCEAN,150000
17490,-119.82,34.44,28,1992,531,600.14,1622,509,2.7689,8.638528939,NEAR OCEAN,228200
17491,-119.83,34.44,35,796,281,,567,257,2.1389,3.072377595,NEAR OCEAN,260000
17492,-119.83,34.43,31,798,346,258.63,699,301,2.1417,0.814880906,NEAR OCEAN,205000
17493,-119.77,34.43,22,2552,443,373.1,1066,424,5.1271,2.159494365,NEAR OCEAN,342500
17494,-119.77,34.43,28,3318,441,657.64,1604,404,9.7821,3.674336286,NEAR OCEAN,500001
17495,-119.79,34.4,20,3104,415,413.79,1061,380,9.6885,7.53182094,NEAR OCEAN,500001
17496,-119.8,34.44,27,2674,419,435.12,1176,416,5.0294,7.782821803,NEAR OCEAN,280200
17497,-119.8,34.43,27,3143,537,,1760,570,4.6957,5.766743959,NEAR OCEAN,271500
17498,-119.8,34.43,22,2845,500,,1456,454,5.6604,5.176197764,NEAR OCEAN,276400
17499,-119.79,34.44,25,1479,314,,977,309,4.1797,6.686014533,NEAR OCEAN,271800
17500,-119.78,34.44,28,2864,495,504.68,1364,482,4.835,4.706367114,NEAR OCEAN,353400
17501,-119.79,34.43,26,3611,563,877.38,2089,540,5.1615,2.379603633,NEAR OCEAN,276200
17502,-121.9,37.36,38,1141,333,,1028,291,2.7333,8.628708553,<1H OCEAN,182500
17503,-121.89,37.36,37,1525,363,,1075,374,2.8971,6.717253595,<1H OCEAN,186100
17504,-121.88,37.36,30,2453,573,,1845,530,3.7396,3.658181467,<1H OCEAN,210700
17505,-121.89,37.35,44,1668,380,457.2,1143,365,3.2083,5.251832449,<1H OCEAN,181900
17506,-121.9,37.36,47,1007,245,203.35,581,240,2.9545,6.587484993,<1H OCEAN,237500
17507,-121.9,37.35,52,1034,239,233.64,531,223,2.7411,8.016741649,<1H OCEAN,227100
17508,-121.9,37.35,42,2082,626,502.56,1396,610,3.25,0.35448022,<1H OCEAN,185300
17509,-121.9,37.34,50,1345,287,,791,254,3.5966,0.974268358,<1H OCEAN,245800
17510,-121.9,37.34,52,241,69,161.7,385,64,2.619,4.949458569,<1H OCEAN,212500
17511,-121.92,37.34,35,357,120,,377,99,3.0139,3.334494029,<1H OCEAN,204200
17512,-121.92,37.34,42,2101,524,436.32,1212,526,3.6389,3.344577146,<1H OCEAN,239200
17513,-121.92,37.34,52,2584,491,,1087,433,4.4,4.319707663,<1H OCEAN,391300
17514,-121.92,37.33,52,2009,338,,841,338,5.5259,5.152022764,<1H OCEAN,295800
17515,-121.92,37.33,52,2962,557,425.25,1215,506,4.7768,6.086023944,<1H OCEAN,301100
17516,-121.93,37.33,44,1449,291,263.64,676,282,3.575,4.181292324,<1H OCEAN,292200
17517,-121.93,37.33,44,2142,358,329.94,846,375,5.4273,2.980438171,<1H OCEAN,421000
17518,-121.94,37.33,34,1809,317,310.68,863,302,4.3,9.24689055,<1H OCEAN,330500
17519,-121.91,37.34,35,2189,607,441.41,1193,562,2.8042,8.057180403,<1H OCEAN,240900
17520,-121.91,37.33,28,454,147,,366,140,2.9853,4.126178626,<1H OCEAN,187500
17521,-121.91,37.33,52,2562,410,,973,398,4.8854,4.562490954,<1H OCEAN,330600
17522,-121.92,37.33,52,2125,382,325.5,930,387,5.2831,1.160216938,<1H OCEAN,299500
17523,-121.9,37.33,34,197,44,,152,47,4.05,1.142447869,<1H OCEAN,200000
17524,-121.91,37.33,52,2212,563,454.1,1195,532,2.894,2.80334727,<1H OCEAN,209500
17525,-121.89,37.33,49,658,318,,467,316,0.7068,7.801693607,<1H OCEAN,200000
17526,-121.9,37.33,11,1283,390,,718,345,4.226,1.705886145,<1H OCEAN,166700
17527,-121.9,37.33,52,1009,231,334.44,929,210,2.5,1.588829226,<1H OCEAN,162500
17528,-121.88,37.34,40,1547,625,567.34,1493,543,1.2887,1.406830452,<1H OCEAN,212500
17529,-121.89,37.33,6,1495,552,,1087,557,2.8798,9.506066709,<1H OCEAN,225000
17530,-121.88,37.33,36,1904,689,1424.4,3561,632,2.0972,6.862104911,<1H OCEAN,187500
17531,-121.89,37.35,48,1562,439,,1469,424,2.5673,2.221526253,<1H OCEAN,177500
17532,-121.89,37.34,46,1197,416,377.16,898,370,2.1714,3.538520359,<1H OCEAN,190600
17533,-121.89,37.34,20,1106,494,,851,448,0.8894,6.227473432,<1H OCEAN,350000
17534,-121.89,37.34,43,1423,467,,1013,428,1.6708,9.037207391,<1H OCEAN,204200
17535,-121.88,37.34,52,1390,365,,921,352,2.1442,4.07107069,<1H OCEAN,188900
17536,-121.88,37.36,42,2087,402,,1342,423,4.2149,8.003105474,<1H OCEAN,199000
17537,-121.88,37.35,49,1728,350,481.32,1146,391,3.5781,3.516389013,<1H OCEAN,193000
17538,-121.89,37.35,47,2879,631,1003.05,2229,606,3.2599,1.533136875,<1H OCEAN,183100
17539,-121.89,37.35,43,1185,296,401.19,933,244,2.925,4.867605249,<1H OCEAN,170800
17540,-121.89,37.35,44,2019,615,,1243,518,2.0549,2.992516816,<1H OCEAN,193800
17541,-121.88,37.35,43,1086,219,,715,226,4.2381,7.046875651,<1H OCEAN,193500
17542,-121.87,37.35,37,1566,375,550.35,1223,346,3.2793,6.241144027,<1H OCEAN,174500
17543,-121.88,37.34,44,1267,353,356.3,1018,327,2.4196,3.04759326,<1H OCEAN,194400
17544,-121.88,37.35,52,1704,418,,1336,411,2.8167,4.086964046,<1H OCEAN,183500
17545,-121.87,37.34,52,1170,215,265.76,604,207,2.6667,0.53125527,<1H OCEAN,325900
17546,-121.87,37.34,52,1087,166,240.5,650,194,6.6345,5.393791402,<1H OCEAN,309000
17547,-121.87,37.34,39,2479,541,716.4,1990,506,2.4306,6.661491614,<1H OCEAN,289100
17548,-121.88,37.34,52,867,232,442.4,1264,227,2.6312,0.748475977,<1H OCEAN,302900
17549,-121.87,37.35,27,3500,1036,1056.65,3019,955,2.9222,3.342820534,<1H OCEAN,153700
17550,-121.86,37.35,46,1448,330,393.84,1094,331,2.4968,9.471644006,<1H OCEAN,174100
17551,-121.87,37.35,52,1557,424,,1580,434,2.3277,3.035142982,<1H OCEAN,183700
17552,-121.86,37.34,29,5274,1625,2805.3,6234,1639,2.5947,8.063796202,<1H OCEAN,177300
17553,-121.86,37.34,40,2277,508,773.1,1718,434,3.0089,7.591999155,<1H OCEAN,185200
17554,-121.88,37.33,41,395,164,,549,184,2.375,4.312385433,<1H OCEAN,175000
17555,-121.88,37.33,35,3300,1154,1310.4,3120,1075,1.473,9.8858831,<1H OCEAN,213600
17556,-121.87,37.33,37,3137,685,860.16,2048,651,3.0156,6.4330111,<1H OCEAN,270300
17557,-121.88,37.33,45,1192,371,466.12,1084,345,2.8594,7.650047484,<1H OCEAN,205900
17558,-121.89,37.33,42,1279,358,463.98,1254,340,2.2583,1.054502238,<1H OCEAN,192500
17559,-121.89,37.32,34,1014,246,428.4,952,215,2.8864,1.745612422,<1H OCEAN,172500
17560,-121.88,37.32,30,1242,338,546.44,1438,325,2.6607,3.663945191,<1H OCEAN,169300
17561,-121.88,37.32,40,1331,374,,1276,389,2.7546,9.628116003,<1H OCEAN,172500
17562,-121.89,37.32,43,1105,241,,982,206,2.1149,1.909013259,<1H OCEAN,184900
17563,-121.89,37.32,41,977,265,,865,253,3.2317,9.873796807,<1H OCEAN,184800
17564,-121.89,37.31,52,1994,404,415.74,1014,389,4.3882,6.956775984,<1H OCEAN,223600
17565,-121.9,37.31,52,2125,431,365.04,1014,443,5.8186,7.630496169,<1H OCEAN,281100
17566,-121.9,37.32,48,1274,313,,971,291,3.7738,8.274555564,<1H OCEAN,220600
17567,-121.91,37.32,42,1067,256,224.96,608,280,3.0096,2.745539457,<1H OCEAN,180800
17568,-121.91,37.31,16,2962,898,,1555,795,2.5804,4.792919279,<1H OCEAN,216300
17569,-121.93,37.32,52,1460,492,,1165,455,2.5833,7.046832464,<1H OCEAN,167500
17570,-121.94,37.33,37,818,269,201.6,576,261,2.1902,3.730571475,<1H OCEAN,250000
17571,-121.94,37.32,46,2451,472,407.05,1163,448,4.8519,8.865751309,<1H OCEAN,225800
17572,-121.93,37.32,51,2711,728,,1607,724,3,7.534998126,<1H OCEAN,184700
17573,-121.92,37.32,39,836,254,274.56,704,272,3.5256,4.31699659,<1H OCEAN,192600
17574,-121.92,37.32,31,1902,554,,1485,494,2.4207,5.66740118,<1H OCEAN,165600
17575,-121.92,37.32,28,2089,641,649.74,1666,587,2.3633,4.143648859,<1H OCEAN,198400
17576,-121.93,37.32,50,1135,215,185,500,207,4.2614,9.549663283,<1H OCEAN,211300
17577,-121.94,37.31,5,2364,578,396.72,1102,502,5.2642,3.326236568,<1H OCEAN,246400
17578,-121.94,37.31,30,1680,312,326.04,858,310,4.0474,7.492443963,<1H OCEAN,280500
17579,-121.94,37.3,26,4348,814,915.33,2347,810,4.7275,1.571631884,<1H OCEAN,293000
17580,-121.93,37.3,16,1111,226,126.8,317,199,2.7153,8.884810091,<1H OCEAN,233300
17581,-121.93,37.31,26,2182,704,671.58,1638,704,2.8981,0.205414661,<1H OCEAN,229800
17582,-121.92,37.31,34,876,150,178.08,424,163,5.2769,4.181314416,<1H OCEAN,241100
17583,-121.92,37.31,26,3242,780,777,2100,741,3.1107,2.146492786,<1H OCEAN,247900
17584,-121.93,37.3,16,2111,485,526.85,1285,499,5.0477,4.359186773,<1H OCEAN,292500
17585,-121.93,37.31,29,1377,430,358.53,969,399,2.6573,6.64312047,<1H OCEAN,252800
17586,-121.92,37.31,13,6035,1551,1119.48,2946,1481,4.0524,9.602302591,<1H OCEAN,213900
17587,-121.93,37.3,14,6277,1742,1270.5,3025,1630,4.0653,9.786721373,<1H OCEAN,234200
17588,-121.92,37.3,36,2088,358,,772,347,4.2762,7.757208597,<1H OCEAN,310100
17589,-121.92,37.3,35,1335,296,,635,296,3.6053,3.384864039,<1H OCEAN,345800
17590,-121.91,37.31,28,3104,811,,1488,754,3.6429,9.937263169,<1H OCEAN,332600
17591,-121.91,37.31,46,3052,587,617.85,1373,590,4.7287,3.589161638,<1H OCEAN,340000
17592,-121.9,37.3,39,3627,666,,1531,635,4.537,4.349129205,<1H OCEAN,345900
17593,-121.91,37.3,43,828,151,165.02,446,145,4.4375,7.020144005,<1H OCEAN,327600
17594,-121.91,37.3,31,2095,427,,829,405,3.6563,2.196718551,<1H OCEAN,344700
17595,-121.91,37.3,31,616,131,77.7,185,107,3.625,4.217112996,<1H OCEAN,265000
17596,-121.89,37.31,40,1844,340,258.84,719,305,3.3682,0.261858005,<1H OCEAN,235200
17597,-121.88,37.31,28,3085,552,459.72,1277,512,4.5795,6.970623713,<1H OCEAN,262800
17598,-121.89,37.3,47,1604,284,,639,278,5.8415,2.746293807,<1H OCEAN,283300
17599,-121.89,37.3,52,2071,362,330,825,364,4.2414,3.764567686,<1H OCEAN,284800
17600,-121.89,37.31,47,2986,627,,1399,613,3.7455,1.415450731,<1H OCEAN,247400
17601,-121.9,37.3,52,1456,269,203.7,582,277,5.036,5.302343009,<1H OCEAN,296600
17602,-121.9,37.3,52,1575,284,,629,284,5.6437,4.00798891,<1H OCEAN,312000
17603,-121.88,37.3,42,1867,398,333.72,927,389,4.325,0.669716538,<1H OCEAN,247000
17604,-121.88,37.29,44,2026,396,,908,383,4.1406,8.876216616,<1H OCEAN,274100
17605,-121.89,37.3,47,2355,426,422.84,961,428,5.3955,0.373062739,<1H OCEAN,282300
17606,-121.89,37.3,46,2639,448,337.68,938,424,5.0662,6.002095932,<1H OCEAN,331600
17607,-121.89,37.29,38,1568,351,,710,339,2.7042,9.638871174,<1H OCEAN,286600
17608,-121.9,37.29,26,1797,244,237.88,626,244,7.8575,2.266097394,<1H OCEAN,424600
17609,-121.9,37.29,36,1389,225,261.66,623,223,6.6331,7.147438626,<1H OCEAN,283300
17610,-121.92,37.29,34,943,135,,378,139,5.1765,1.444505662,<1H OCEAN,344600
17611,-121.91,37.29,36,945,149,137.27,371,158,5.6266,7.035729102,<1H OCEAN,320500
17612,-121.92,37.29,35,2189,307,328,800,320,7.6659,8.148593729,<1H OCEAN,426900
17613,-121.91,37.29,18,3597,664,,1321,593,5.3077,0.639916416,<1H OCEAN,351400
17614,-121.93,37.29,36,2241,437,365.93,989,442,3.9625,3.586660404,<1H OCEAN,288200
17615,-121.92,37.29,32,1260,199,229.6,560,207,6.5858,2.517867049,<1H OCEAN,346700
17616,-121.93,37.28,34,2422,370,,1010,395,5.6494,7.324829007,<1H OCEAN,376200
17617,-121.93,37.28,10,3163,832,676.28,1537,797,4.1674,1.890880375,<1H OCEAN,214000
17618,-121.94,37.28,18,4356,1334,728.16,1968,1245,3.6294,0.361141843,<1H OCEAN,240000
17619,-121.94,37.28,27,2859,464,434.72,1144,430,5.0822,0.901232302,<1H OCEAN,327500
17620,-121.93,37.27,30,2862,544,596.41,1387,542,5.1104,9.296099387,<1H OCEAN,278100
17621,-121.94,37.27,23,1932,552,,997,482,3.662,2.608140531,<1H OCEAN,211900
17622,-121.94,37.27,39,1030,191,225.54,537,175,3.9265,0.940948275,<1H OCEAN,236900
17623,-121.94,37.26,43,2104,388,500.28,1137,403,4.9236,1.332389688,<1H OCEAN,238000
17624,-121.94,37.26,21,3843,716,740,1850,705,4.6758,8.61558901,<1H OCEAN,264200
17625,-121.95,37.26,10,3611,803,639.6,1599,716,5.2,2.314499964,<1H OCEAN,248700
17626,-121.95,37.26,34,1482,255,,584,246,5.5121,4.820833135,<1H OCEAN,264700
17627,-121.94,37.25,16,3942,749,681.84,1894,737,5.2894,7.473955718,<1H OCEAN,332800
17628,-121.93,37.26,39,1103,175,,446,163,2.8125,7.370578401,<1H OCEAN,291300
17629,-121.92,37.26,33,1306,259,335.28,762,237,4.5208,9.196030072,<1H OCEAN,230700
17630,-121.92,37.25,36,3874,656,,1826,639,4.9662,6.254639276,<1H OCEAN,258500
17631,-121.91,37.25,31,1944,343,360.75,975,334,4.9205,2.207022051,<1H OCEAN,240500
17632,-121.92,37.28,27,3028,486,,1284,498,4.5833,5.305809421,<1H OCEAN,308800
17633,-121.92,37.27,33,3280,569,585.71,1583,559,4.5625,7.12866665,<1H OCEAN,253500
17634,-121.93,37.27,35,1855,345,394,985,329,6.0196,2.579388104,<1H OCEAN,255100
17635,-121.93,37.27,28,3428,753,666.14,1753,729,4.1033,5.876585915,<1H OCEAN,281000
17636,-121.92,37.28,26,6201,783,857.16,2381,819,7.9819,7.713045565,<1H OCEAN,397000
17637,-121.92,37.27,29,5536,862,927.85,2651,881,5.6358,1.339745114,<1H OCEAN,282100
17638,-121.91,37.27,30,4412,862,,2168,772,5.0062,6.353248666,<1H OCEAN,232000
17639,-121.91,37.28,29,5650,817,734.3,2098,813,6.4285,3.380551899,<1H OCEAN,337300
17640,-121.9,37.28,26,3756,,,1408,535,5.6427,7.19956542,<1H OCEAN,320000
17641,-121.9,37.27,33,3410,583,608.65,1739,588,5.0714,1.509025727,<1H OCEAN,255600
17642,-121.9,37.25,28,2714,502,527.82,1389,490,5.7385,4.512698775,<1H OCEAN,240400
17643,-121.9,37.25,20,5483,1079,,2892,1057,4.6845,8.104383383,<1H OCEAN,250000
17644,-121.9,37.27,28,4538,685,858.28,1996,667,5.4609,5.751583686,<1H OCEAN,263600
17645,-121.9,37.26,20,4447,661,866.04,2062,660,6.8088,9.053267767,<1H OCEAN,283300
17646,-121.91,37.26,25,4258,719,938.9,2290,743,5.1461,0.70414412,<1H OCEAN,267200
17647,-121.91,37.26,32,3776,620,680.2,1790,612,5.4675,5.517651213,<1H OCEAN,261100
17648,-121.91,37.26,32,3983,876,,1989,794,3.5625,4.117631491,<1H OCEAN,255200
17649,-121.89,37.25,23,2705,449,483.8,1180,442,6.0791,5.628483533,<1H OCEAN,316500
17650,-121.89,37.26,26,1864,331,,956,325,5.5,6.648174646,<1H OCEAN,231700
17651,-121.88,37.26,25,3025,689,,1755,661,3.8893,0.279402444,<1H OCEAN,218600
17652,-121.88,37.26,13,1893,487,376.66,1018,464,3.8047,8.496517727,<1H OCEAN,204700
17653,-121.88,37.26,13,1676,471,,710,406,3.8936,4.301524691,<1H OCEAN,225900
17654,-121.88,37.25,24,968,240,,631,250,2.8636,2.415007874,<1H OCEAN,240300
17655,-121.89,37.25,21,2080,352,,1040,325,5.2887,5.855252424,<1H OCEAN,264500
17656,-121.89,37.25,26,1741,323,,1007,339,4.7069,3.926252969,<1H OCEAN,234800
17657,-121.89,37.29,36,2959,529,450,1125,520,4.2614,5.419119878,<1H OCEAN,268800
17658,-121.89,37.28,35,2418,375,375.44,988,374,6.0936,7.417855044,<1H OCEAN,365400
17659,-121.9,37.28,34,4613,749,758.5,2050,725,5.3922,1.575237464,<1H OCEAN,302900
17660,-121.88,37.28,33,2951,529,515.2,1288,521,4.1554,5.547813065,<1H OCEAN,313100
